,link,reference,brand,title,available,pretax_price,regular_price,price,type,user,level,color,user_config,eco_co2,product_type,qualities,sizes,weight,general_rate,nb_ratings,reviews,reviews_count_1_star,reviews_count_2_stars,reviews_count_3_stars,reviews_count_4_stars,reviews_count_5_stars,image_urls
10,https://freeglisse.com/fr/ski-occasion-femme-pas-cher/16352-ski-occasion-femme-toutes-marques-tous-modeles-a-29-fixations.html,16352,Toutes marques,Ski occasion Femme toutes marques tous modèles à 29€ + fixations,Disponible,24.17,,29.0,Piste,Femme,Loisir,,,3.6,Ski occasion femme pas cher,['Qualité C'],"['146 cm', '162 cm', '163 cm', '154 cm', '150 cm', '159 cm', '156 cm', '140 cm', '160 cm', '165 cm', '153 cm', '168 cm', '170 cm', '172 cm', '147 cm']",6.0,4/5,10.0,"['no lo puedo valorar', 'super rapport qualité prix pour débuter', 'Super achat pour 29€ je m’attendais à des skis beaucoup plus animés. Ils sont en bon état. Pour un prix défiant toute concurrence. Avec les frais de ports deux fois moins cher qu’une semaine de location pour des skis eco sans chaussures.', 'Parfait', ""Pour un état de catégorie A, j'ai reçu des skis plutôt de catégorie C. Ils ne veulent pas admettre"", 'parfait', 'Super', 'Super dans un état très correct pour son prix', 'Pas encore utilisé mais les skis sont en état correct vu le prix', ""29€ LA PAIRE DE SKIS ROSSIGNOL EN B.E PRETS A SKIER AVEC LES CHAUSSURES SALOMON EN T.B.E A 25€ ET DES BATONS A 6€ SOIT MOINS QU' 1 SEMAINE EN LOCATION= SUPER RENTABLE SACHANT QU ON VA TS LES ANS AU SKI!  MERCI A VOUS""]",1,0,1,4,4,https://freeglisse.com/47729-small_default/ski-occasion-femme-toutes-marques-tous-modeles-a-29-fixations.jpg
11,https://freeglisse.com/fr/ski-occasion-adulte-pas-cher/13078-ski-occasion-salomon-tous-modeles-a-29-fixations.html,13078,Salomon,Ski occasion Salomon Tous Modèles à 29€ + fixations,Disponible,24.17,,29.0,Piste,Mixte,Loisir,,,3.6,Ski occasion adulte pas cher,['Qualité C'],"['155 cm', '158 cm', '160 cm', '156 cm', '180 cm', '174 cm', '161 cm', '166 cm', '170 cm', '178 cm', '175 cm']",6.0,4.8/5,8.0,"['Surpris par le bon état des skis', 'Parfait', 'parfait', 'Bravo, conforme à notre attente', 'good', 'Matériel présentant des défauts esthétique mais conforme à la description. Parfait pour le prix', 'Une belle surprise. Matériel performant et en bon état.', 'bon prix']",0,0,0,2,6,https://freeglisse.com/32207-small_default/ski-occasion-salomon-tous-modeles-a-29-fixations.jpg
12,https://freeglisse.com/fr/ski-occasion-adulte-all-mountain/18284-ski-occasion-dynastar-speed-zone-4x4-78-fixations.html,18284,Dynastar,Ski occasion Dynastar SPEED ZONE 4x4 78 + fixations,Disponible,165.83,,199.0,All mountain,Mixte,Débutant,Gris,,3.6,Ski occasion adulte all mountain,"['Qualité A', 'Qualité B']",['171 cm'],6.0,,,[],0,0,0,0,0,https://freeglisse.com/67614-small_default/ski-occasion-dynastar-speed-zone-4x4-78-fixations.jpg
13,https://freeglisse.com/fr/ski-occasion-junior-loisir/14533-ski-occasion-junior-dynastar-team-speed-fixations.html,14533,Dynastar,Ski occasion junior Dynastar Team speed  + Fixations,Disponible,49.17,,59.0,Piste,Junior,Loisir sport,Blanc,un junior,3.6,Ski occasion junior loisir,['Qualité A'],['130 cm'],6.0,4.6/5,9.0,"['Conforme à ce qui est annoncé', 'Producto conforme a la descripción y correctamente preparado', 'à tester mais visuellement très bien', 'Bien', '.super', 'Skis en état très moyen.', 'Bon état et bien préparé', 'Conforme', 'Comforme à la description']",0,0,1,2,6,https://freeglisse.com/35611-small_default/ski-occasion-junior-dynastar-team-speed-fixations.jpg
14,https://freeglisse.com/fr/ski-de-fond-occasion-alternatif-norme-sns/18972-ski-de-fond-occasion-rossignol-progress-fixaxion-sns-profil.html,18972,Rossignol,Ski de fond occasion Rossignol Progress + fixaxion SNS profil,Disponible,15.83,,19.0,Alternatif,Mixte,Loisir,Bleu,,3.6,Ski de fond occasion alternatif norme SNS,['Qualité C'],"['150 cm', '140 cm', '130 cm']",4.0,,,[],0,0,0,0,0,
15,https://freeglisse.com/fr/ski-de-fond-occasion-alternatif-norme-nnn/18914-ski-de-fond-occasion-fischer-cruiser-crown-fixation-nnn.html,18914,Fischer,Ski de fond occasion Fischer Cruiser Crown + fixation NNN,Disponible,62.5,,75.0,Alternatif,Mixte,Loisir sport,Noir,,3.6,Ski de fond occasion alternatif norme NNN,"['Qualité A', 'Qualité B']","['174 cm', '184 cm']",4.0,,,[],0,0,0,0,0,
16,https://freeglisse.com/fr/ski-occasion-adulte-pas-cher/13097-ski-occasion-atomic-tous-modele-a-29-fixations.html,13097,Atomic,Ski occasion Atomic tous modèle à 29€ + fixations,Disponible,24.17,,29.0,Piste,Mixte,Loisir,,,3.6,Ski occasion adulte pas cher,['Qualité C'],"['158 cm', '160 cm', '180 cm', '190 cm', '170 cm', '172 cm']",6.0,5/5,1.0,['Très bon état nous allons les tester le 3 février !!!'],0,0,0,0,1,https://freeglisse.com/32170-small_default/ski-occasion-atomic-tous-modele-a-29-fixations.jpg
17,https://freeglisse.com/fr/ski-occasion-adulte-loisir/18536-ski-occasion-dynastar-legend-x-75-fixations.html,18536,Dynastar,Ski occasion Dynastar Legend X 75 + fixations,Disponible,90.83,,109.0,Polyvalent,Mixte,Loisir sport,Noir,,3.6,Ski occasion adulte loisir,['Qualité B'],"['156 cm', '172 cm', '164 cm']",6.0,,,[],0,0,0,0,0,https://freeglisse.com/68588-small_default/ski-occasion-dynastar-legend-x-75-fixations.jpg
18,https://freeglisse.com/fr/ski-occasion-femme-all-mountain/17203-ski-occasion-k2-thrilluvit-85-fixations.html,17203,K2,Ski occasion K2 Thrilluvit 85 + fixations,Disponible,99.17,,119.0,All mountain,Femme,Loisir,Bleu,une femme,3.6,Ski occasion femme all mountain,['Qualité B'],"['163 cm', '156 cm']",6.0,,,[],0,0,0,0,0,https://freeglisse.com/66100-small_default/ski-occasion-k2-thrilluvit-85-fixations.jpg
19,https://freeglisse.com/fr/ski-occasion-adulte-all-mountain/18381-ski-occasion-dynastar-speed-zone-4x4-82-fixations.html,18381,Dynastar,Ski occasion Dynastar SPEED ZONE 4x4 82 + fixations,Disponible,182.5,,219.0,All mountain,Mixte,Loisir sport,Blanc,,3.6,Ski occasion adulte all mountain,"['Qualité A', 'Qualité B']",['164 cm'],6.0,,,[],0,0,0,0,0,https://freeglisse.com/68062-small_default/ski-occasion-dynastar-speed-zone-4x4-82-fixations.jpg
20,https://freeglisse.com/fr/ski-occasion-femme-all-mountain/18929-ski-occasion-atomic-cloud-q9-fixations.html,18929,Atomic,Ski occasion Atomic Cloud Q9 + fixations,Disponible,249.17,,299.0,All mountain,Femme,Loisir sport,Noir,,3.6,Ski occasion femme all mountain,"['Qualité A', 'Qualité B']",['147 cm'],6.0,5/5,1.0,['Idem'],0,0,0,0,1,https://freeglisse.com/71538-small_default/ski-occasion-atomic-cloud-q9-fixations.jpg
21,https://freeglisse.com/fr/ski-occasion-junior-pas-cher/16346-ski-fille-occasion-junior-toutes-marques-a-29-fixations.html,16346,Toutes marques,Ski FILLE occasion junior toutes marques à 29 € + Fixations,Disponible,24.17,,29.0,Piste,Fille,Loisir,,,3.6,Ski occasion junior pas cher,['Qualité B'],"['117 cm', '110 cm', '154 cm', '158 cm', '130 cm', '100 cm', '120 cm']",6.0,,,[],0,0,0,0,0,https://freeglisse.com/47667-small_default/ski-fille-occasion-junior-toutes-marques-a-29-fixations.jpg
22,https://freeglisse.com/fr/ski-occasion-adulte-pas-cher/13090-ski-occasion-rossignol-tous-modele-a-29-fixations.html,13090,Rossignol,Ski occasion Rossignol tous modèle à 29€ + fixations,Disponible,24.17,,29.0,Piste,Mixte,Loisir,,,3.6,Ski occasion adulte pas cher,['Qualité C'],"['160 cm', '168 cm', '176 cm', '170 cm', '178 cm']",6.0,4.3/5,6.0,"['Parfait!', 'Superbe', ""Matériel conforme au degré d'usure annoncé"", 'Produit conforme à la commande, la semelle des skis a été refaite, livré rapidement 👍🏻', 'bon prix', 'super']",0,0,0,4,2,https://freeglisse.com/32179-small_default/ski-occasion-rossignol-tous-modele-a-29-fixations.jpg
23,https://freeglisse.com/fr/ski-occasion-adulte-pas-cher/13081-ski-occasion-adulte-k2-tous-modeles-a-29-fixations.html,13081,K2,Ski occasion adulte K2 tous modèles à 29€ + Fixations,Disponible,24.17,,29.0,Piste,Mixte,Loisir,Noir,,3.6,Ski occasion adulte pas cher,['Qualité C'],"['163 cm', '159 cm', '167 cm', '160 cm', '181 cm', '174 cm']",6.0,4/5,1.0,['Me semblent bien mais pas essayé. Livraison rapide'],0,0,0,1,0,https://freeglisse.com/32203-small_default/ski-occasion-adulte-k2-tous-modeles-a-29-fixations.jpg
24,https://freeglisse.com/fr/ski-occasion-junior-pas-cher/16346-ski-fille-occasion-junior-toutes-marques-a-29-fixations.html,16346,Toutes marques,Ski FILLE occasion junior toutes marques à 29 € + Fixations,Disponible,24.17,,29.0,Piste,Fille,Loisir,,,3.6,Ski occasion junior pas cher,['Qualité B'],"['117 cm', '110 cm', '154 cm', '158 cm', '130 cm', '100 cm', '120 cm']",6.0,,,[],0,0,0,0,0,https://freeglisse.com/47667-small_default/ski-fille-occasion-junior-toutes-marques-a-29-fixations.jpg
25,https://freeglisse.com/fr/ski-occasion-adulte-performance/18966-ski-occasion-rossignol-strato-edition-2023-fixations.html,18966,Rossignol,Ski occasion Rossignol Strato Edition 2023 + fixations,Disponible,272.67,409.0,327.2,Piste,Mixte,Compétition,Noir,Adulte Performance,3.6,Ski occasion adulte performance,"['Qualité A', 'Qualité B']",['157 cm'],6.0,,,[],0,0,0,0,0,https://freeglisse.com/71620-small_default/ski-occasion-rossignol-strato-edition-2023-fixations.jpg
26,https://freeglisse.com/fr/ski-occasion-adulte-all-mountain/16751-ski-occasion-nordica-navigator-85-fixations.html,16751,Nordica,Ski occasion Nordica Navigator 85 + fixations,Disponible,49.17,,59.0,All mountain,Mixte,Loisir,Orange,,3.6,Ski occasion adulte all mountain,['Qualité C'],"['179 cm', '172 cm', '158 cm']",6.0,,,[],0,0,0,0,0,https://freeglisse.com/51728-small_default/ski-occasion-nordica-navigator-85-fixations.jpg
27,https://freeglisse.com/fr/ski-occasion-adulte-pas-cher/13096-ski-occasion-dynastar-tous-modele-a-29-fixations.html,13096,Dynastar,Ski occasion Dynastar tous modèle à 29€ + fixations,Disponible,24.17,,29.0,Piste,Mixte,Loisir,,,3.6,Ski occasion adulte pas cher,['Qualité C'],"['154 cm', '150 cm', '165 cm', '172 cm', '178 cm']",6.0,4.6/5,5.0,"['Matériel un peu vieillot en Dynastar, autant voir sur les autres marques', 'Classe C en bon état général.', 'Top produit !', 'super', 'tres rapide tout est ok']",0,0,1,0,4,https://freeglisse.com/32174-small_default/ski-occasion-dynastar-tous-modele-a-29-fixations.jpg
28,https://freeglisse.com/fr/ski-occasion-adulte-pas-cher/13083-ski-occasion-volkl-tous-modele-a-29-fixations.html,13083,Volkl,Ski occasion Volkl tous modèle à 29€ + fixations,Disponible,24.17,,29.0,Piste,Mixte,Loisir,,,3.6,Ski occasion adulte pas cher,['Qualité C'],"['163 cm', '184 cm', '177 cm', '170 cm', '175 cm']",6.0,5/5,1.0,['Nickel'],0,0,0,0,1,https://freeglisse.com/32199-small_default/ski-occasion-volkl-tous-modele-a-29-fixations.jpg
29,https://freeglisse.com/fr/ski-occasion-femme-performance/15968-ski-occasion-fischer-brilliant-my-turn-fixations.html,15968,Fischer,Ski occasion Fischer Brilliant My Turn + fixations,Disponible,207.5,,249.0,Piste,Femme,Performant,Noir,une femme,3.6,Ski occasion femme performance,"['Qualité A', 'Qualité B']",['145 cm'],6.0,,,[],0,0,0,0,0,https://freeglisse.com/46140-small_default/ski-occasion-fischer-brilliant-my-turn-fixations.jpg
30,https://freeglisse.com/fr/ski-occasion-adulte-pas-cher/13085-ski-occasion-elan-tous-modele-a-29-fixations.html,13085,Elan,Ski occasion Elan tous modèle à 29€ + fixations,Disponible,24.17,,29.0,Piste,Mixte,Loisir,,,3.6,Ski occasion adulte pas cher,['Qualité C'],"['160 cm', '176 cm', '152 cm']",6.0,,,[],0,0,0,0,0,https://freeglisse.com/32191-small_default/ski-occasion-elan-tous-modele-a-29-fixations.jpg
31,https://freeglisse.com/fr/ski-occasion-freeride/18418-ski-occasion-volkl-secret-fixations.html,18418,Volkl,Ski occasion Volkl Secret + fixations,Disponible,215.83,,259.0,Freeride,Femme,Performant,Noir,Freerideur adulte,3.6,Ski occasion freeride,['Qualité A'],"['163 cm', '156 cm', '149 cm']",6.0,,,[],0,0,0,0,0,https://freeglisse.com/68241-small_default/ski-occasion-volkl-secret-fixations.jpg
32,https://freeglisse.com/fr/ski-occasion-junior-loisir/18333-ski-occasion-junior-dynastar-slider-fixations.html,18333,Dynastar,Ski occasion junior Dynastar Slider + Fixations,Disponible,37.5,,45.0,Piste,Junior,Débutant,Blanc,un junior,3.6,Ski occasion junior loisir,['Qualité B'],"['116 cm', '128 cm']",6.0,,,[],0,0,0,0,0,https://freeglisse.com/64845-small_default/ski-occasion-junior-dynastar-slider-fixations.jpg
33,https://freeglisse.com/fr/ski-occasion-junior-performance/12512-ski-occasion-junior-head-supershape-fixations.html,12512,Head,Ski occasion junior Head Supershape + fixations,Disponible,37.5,,45.0,Piste,Junior,Loisir sport,Blanc,,3.6,Ski occasion junior performance,['Qualité C'],"['130 cm', '120 cm']",6.0,5/5,1.0,"[""Semelles et carres en bon état c'est le plus important...""]",0,0,0,0,1,https://freeglisse.com/69429-small_default/ski-occasion-junior-head-supershape-fixations.jpg
34,https://freeglisse.com/fr/ski-occasion-junior-loisir/14483-ski-occasion-junior-tecnopro-team-pulse-fixations.html,14483,Tecnopro,Ski occasion  junior Tecnopro Team Pulse + fixations,Disponible,45.83,,55.0,Piste,Junior,Loisir,Blanc,,3.6,Ski occasion junior loisir,"['Qualité A', 'Qualité B']",['130 cm'],6.0,4/5,1.0,['Ski comme prévu sur le site'],0,0,0,1,0,https://freeglisse.com/35495-small_default/ski-occasion-junior-tecnopro-team-pulse-fixations.jpg
35,https://freeglisse.com/fr/ski-occasion-freeride/18415-ski-occasion-kastle-fx-96-fixations.html,18415,Kastle,Ski occasion Kastle FX 96 + fixations,Disponible,290.83,,349.0,Freeride,Mixte,Performant,Gris,,3.6,Ski occasion freeride,"['Qualité A', 'Qualité B']","['172 cm', '180 cm']",6.0,,,[],0,0,0,0,0,https://freeglisse.com/68228-small_default/ski-occasion-kastle-fx-96-fixations.jpg
36,https://freeglisse.com/fr/ski-occasion-freestyle/18382-ski-occasion-armada-arv-84-fixations.html,18382,Armada,Ski occasion Armada ARV 84 + fixations,Disponible,157.5,,189.0,Freestyle,Mixte,Loisir,Gris,,3.6,Ski occasion freestyle,['Qualité B'],"['156 cm', '170 cm']",6.0,,,[],0,0,0,0,0,https://freeglisse.com/68066-small_default/ski-occasion-armada-arv-84-fixations.jpg
37,https://freeglisse.com/fr/ski-occasion-femme-all-mountain/17099-ski-occasion-dynastar-intense-4x4-78-fixations.html,17099,Dynastar,Ski occasion Dynastar intense 4x4 78 + fixations,Disponible,165.83,,199.0,All mountain,Femme,Loisir sport,Bleu,une femme,3.6,Ski occasion femme all mountain,['Qualité A'],['164 cm'],6.0,,,[],0,0,0,0,0,https://freeglisse.com/53965-small_default/ski-occasion-dynastar-intense-4x4-78-fixations.jpg
38,https://freeglisse.com/fr/ski-occasion-junior-performance/18548-ski-occasion-junior-salomon-s-race-jr-fixations.html,18548,Salomon,Ski occasion junior Salomon S Race Jr + fixations,Disponible,32.5,,39.0,Racing,Junior,Performant,Bleu,,3.6,Ski occasion junior performance,['Qualité C'],['120 cm'],6.0,4/5,4.0,"['Dommage que les défauts ne soient pas mieux décris ou en photo', 'Livraison rapide et sans souci par contre déçu par les skis. Pour une qualité A ils sont pas top!', 'Conforme', 'Bien']",0,0,2,0,2,https://freeglisse.com/69792-small_default/ski-occasion-junior-salomon-s-race-jr-fixations.jpg
39,https://freeglisse.com/fr/ski-occasion-adulte-loisir/13390-ski-occasion-volkl-rtm-74-fixations.html,13390,Volkl,Ski occasion Volkl RTM 7.4 + fixations,Disponible,90.83,,109.0,Polyvalent,Mixte,Loisir,Noir,,3.6,Ski occasion adulte loisir,['Qualité A'],['149 cm'],6.0,3.5/5,2.0,"['Très bien', ""Nombreux impacts sur le dessus, semelle et carres en état moyen. Fixation d'une marque connue.""]",0,0,1,1,0,https://freeglisse.com/33556-small_default/ski-occasion-volkl-rtm-74-fixations.jpg
40,https://freeglisse.com/fr/ski-occasion-junior-freeride-freestyle/11479-ski-occasion-junior-nordica-ace-of-spades-fixations.html,11479,Nordica,Ski occasion junior Nordica Ace of Spades + fixations,Disponible,54.17,,65.0,Freestyle,Junior,Loisir,Bleu,,3.6,Ski occasion junior Freeride / Freestyle,['Qualité A'],"['118 cm', '128 cm']",6.0,,,[],0,0,0,0,0,https://freeglisse.com/28595-small_default/ski-occasion-junior-nordica-ace-of-spades-fixations.jpg
41,https://freeglisse.com/fr/ski-occasion-junior-loisir/14269-ski-occasion-junior-tecnopro-team-pulse-fixations.html,14269,Tecnopro,Ski occasion junior Tecnopro Team Pulse + fixations,Disponible,45.83,,55.0,Piste,Junior,Loisir,Orange,,3.6,Ski occasion junior loisir,"['Qualité A', 'Qualité B']",['130 cm'],6.0,4.3/5,3.0,"['Super', 'Correct', 'Nickel']",0,0,1,0,2,https://freeglisse.com/37604-small_default/ski-occasion-junior-tecnopro-team-pulse-fixations.jpg
42,https://freeglisse.com/fr/ski-occasion-femme-all-mountain/18638-ski-occasion-head-kore-93-w-fixations.html,18638,Head,Ski occasion Head Kore 93 W + fixations,Disponible,174.17,,209.0,All mountain,Femme,Performant,Gris,,3.6,Ski occasion adulte all mountain,['Qualité B'],"['162 cm', '153 cm']",6.0,,,[],0,0,0,0,0,https://freeglisse.com/68876-small_default/ski-occasion-head-kore-93-w-fixations.jpg
43,https://freeglisse.com/fr/ski-occasion-adulte-performance/17721-ski-occasion-fischer-xtr-race-fixations.html,17721,Fischer,Ski occasion Fischer XTR Race + fixations,Disponible,45.83,,55.0,Piste,Mixte,Performant,Noir,,3.6,Ski occasion adulte performance,['Qualité C'],"['155 cm', '170 cm']",6.0,5/5,2.0,"['Top👍', 'Très content de mon choix, qualité B mais qui à mon avis sont en qualité A….']",0,0,0,0,2,https://freeglisse.com/58773-small_default/ski-occasion-fischer-xtr-race-fixations.jpg
44,https://freeglisse.com/fr/ski-occasion-femme-performance/17653-ski-occasion-rossignol-nova-8-ca-2022-fixations.html,17653,Rossignol,Ski occasion Rossignol Nova 8 CA 2022  + Fixations,Disponible,174.17,,209.0,Piste,Femme,Performant,Blanc,une femme,3.6,Ski occasion femme performance,['Qualité A'],['142 cm'],6.0,4/5,1.0,"['Pour moi le A devrait se différencier en plus avec un ""+"" et un"" -"" exemple : A+ , dans ce cas j\'aurais noté cette paire de ski en A- voir B+ . Je pense que la on serait parfait']",0,0,0,1,0,https://freeglisse.com/57271-small_default/ski-occasion-rossignol-nova-8-ca-2022-fixations.jpg
45,https://freeglisse.com/fr/ski-occasion-adulte-performance/18668-ski-occasion-nordica-dobermann-spitfire-crx-fixations.html,18668,Nordica,Ski occasion Nordica Dobermann Spitfire CRX + fixations,Disponible,49.17,,59.0,Piste,Mixte,Performant,Noir,,3.6,Ski occasion adulte performance,['Qualité C'],"['160 cm', '152 cm']",6.0,,,[],0,0,0,0,0,https://freeglisse.com/69020-small_default/ski-occasion-nordica-dobermann-spitfire-crx-fixations.jpg
